"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K21561",52.0238,38.4692,48.3442,20.696,24.158,32.2105,38.154,39.97,32.979,47.153,44.538,58.543,"Global nitrogen regulator;Regulatory protein CysR","MULTISPECIES: global nitrogen regulator NtcA;helix-turn-helix domain-containing protein","Global nitrogen regulatory protein;","","GO:0006355;GO:0003677;GO:0003700","regulation of DNA-templated transcription;DNA binding;DNA-binding transcription factor activity","CRP/FNR family transcriptional regulator, global nitrogen regulator"
"K21594",0,0,0,0,0,0,6.3589,7.5619,6.5958,7.6985,6.9864,4.4183,"Elongation factor 4","translation elongation factor 4","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","translation factor GUF1, mitochondrial "
"K21919",11.6606,9.8411,0,3.9422,0,0,14.8375,11.8829,10.993,9.623,12.2262,8.8366,"Pentapeptide repeat protein Rfr32;Secreted effector protein PipB2","conserved hypothetical protein;pentapeptide repeat-containing protein","","","","","BTB/POZ domain-containing protein KCTD9"
"K21993",113.91,112.72,113.95,112.35,129.25,121.03,84.786,79.94,91.242,79.871,73.357,92.784,"putative formate transporter 1","MULTISPECIES: formate/nitrite transporter family protein","","","GO:0055085;GO:0022857;GO:0016020","transmembrane transport;transmembrane transporter activity;membrane","formate transporter"
"K22221",0,0,0,0,0,0,7.4188,8.6421,5.4965,5.7738,5.2398,3.3137,"hypothetical protein","HEAT repeat domain-containing protein","","","","","HEAT repeat-containing taxis protein"
"K22305",0,0,0,0,0,0,6.3589,5.4013,5.4965,6.7362,7.8597,4.4183,"Phosphoserine phosphatase 1","histidine phosphatase family protein","","","GO:0003824","catalytic activity","phosphoserine phosphatase "
"K22310",0,0,0,0,0,0,5.2991,0,6.5958,5.7738,5.2398,4.4183,"hypothetical protein","GNAT family N-acetyltransferase","","","","","L-ornithine Nalpha-acyltransferase "
"K22405",0,0,0,0,0,0,15.8973,12.9635,13.1916,18.2842,18.3397,15.4641,"Putative diflavin flavoprotein A 5;Diflavin flavoprotein A 1","flavin reductase",";Flavin reductase","","GO:0009055;GO:0010181;GO:0016646","electron transfer activity;FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","NADH oxidase (H2O-forming) "
"K22705",0,0,0,0,0,0,8.4786,3.2408,4.3972,3.8492,5.2398,2.2092,"Hopanoid C-2 methylase","B12-binding domain-containing radical SAM protein","","","GO:0003824;GO:0051536","catalytic activity;iron-sulfur cluster binding","hopanoid C-2 methylase "
"K23269",0,0,0,0,0,0,6.3589,4.3211,10.993,6.7362,9.6063,0,"Phosphoribosylformylglycinamidine synthase subunit PurL","MAG: phosphoribosylformylglycinamidine synthase subunit PurL","","","GO:0006189;GO:0004642","'de novo' IMP biosynthetic process;phosphoribosylformylglycinamidine synthase activity","phosphoribosylformylglycinamidine synthase subunit PurL "
"K24012",17.939,16.104,18.417,11.826,8.4554,13.665,16.957,20.525,14.291,17.322,16.593,22.092,"hypothetical protein","DUF1254 domain-containing protein","","","","","acetate---CoA ligase (ADP-forming) "
"K24085",20.63,22.366,23.021,25.624,18.119,27.33,19.077,20.525,14.291,20.208,15.719,23.196,"hypothetical protein","DUF3887 domain-containing protein","","","","","esterase "
"K24259",4.4848,4.4732,0,0,0,0,9.5384,9.7224,10.993,8.6608,12.226,8.8366,"hypothetical protein","N-acetyl sugar amidotransferase","","","","","putative aminotransferase"
"K25196",0,0,0,0,0,0,0,0,0,3.8492,2.6199,0,"N-acetyl-alpha-D-glucosaminyl L-malate synthase","glycosyltransferase","Glycosyltransferase","","GO:0016757","glycosyltransferase activity","O-antigen biosynthesis alpha-1,3-mannosyltransferase "
"LKDHAOIP_00006",18.836,19.682,23.021,19.711,27.782,18.545,8.4786,7.5619,9.8937,8.6608,7.8597,6.6275,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00015",0,0,0,0,0,0,5.2991,4.3211,3.2979,6.7362,5.2398,13.255,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00061",4.4848,4.4732,0,0,0,0,0,0,0,0,0,0,"hypothetical protein","MULTISPECIES: cytochrome-c oxidase","","","","","hypothetical protein"
"LKDHAOIP_00091",8.0727,10.736,0,2.9566,0,0,8.4786,7.5619,8.7944,4.8115,6.1131,5.5229,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00112",20.63,18.787,24.172,26.61,32.614,24.402,12.718,11.883,14.291,12.51,13.973,14.359,"Ycf48-like protein","photosynthesis system II assembly factor Ycf48","","","GO:0005515","protein binding","Ycf48-like protein"
"LKDHAOIP_00137",3.5879,0,0,0,0,0,6.3589,6.4816,7.6951,6.7362,5.2398,6.6275,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00170",0,0,0,0,0,0,3.1795,5.4013,3.2979,6.7362,7.8597,0,"8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase","class I SAM-dependent methyltransferase","","","","","8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase"
"LKDHAOIP_00184",0,0,0,0,0,0,8.4786,8.6421,6.5958,6.7362,7.8597,6.6275,"hypothetical protein","hypothetical protein ACD_32C00113G0014","","","","","hypothetical protein"
"LKDHAOIP_00205",2.6909,4.4732,0,0,0,0,3.1795,3.2408,4.3972,2.8869,0,0,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00219",0,0,0,0,0,0,13.778,15.124,13.192,10.585,12.226,17.673,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00237",0,0,0,0,0,0,0,0,0,2.8869,4.3665,0,"hypothetical protein","methyltransferase domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_00261",0,0,17.266,0,0,0,9.5384,11.883,8.7944,5.7738,6.9864,0,"hypothetical protein","Hypothetical protein SynA1528_00095","","","","","hypothetical protein"
"LKDHAOIP_00303",8.0727,4.4732,0,0,0,0,4.2393,3.2408,0,3.8492,5.2398,4.4183,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00342",5.3818,6.2625,0,0,0,0,4.2393,3.2408,4.3972,4.8115,4.3665,4.4183,"hypothetical protein","DUF502 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_00352",0,0,0,0,0,0,5.2991,2.1605,0,2.8869,1.7466,2.2092,"hypothetical protein","alpha/beta hydrolase","","","","","hypothetical protein"
"LKDHAOIP_00373",28.703,23.261,40.287,35.479,33.822,27.33,25.436,21.605,14.291,21.171,20.959,28.719,"hypothetical protein","photosystem II protein PsbQ","","","","","hypothetical protein"
"LKDHAOIP_00480",34.085,26.839,20.719,21.682,15.703,19.521,16.957,16.204,13.192,14.435,13.099,17.673,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00562",13.455,13.42,18.417,9.8554,8.4554,10.737,6.3589,8.6421,7.6951,7.6985,7.8597,9.9412,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00574",26.012,23.261,23.021,12.812,0,16.593,24.376,23.766,20.887,20.208,25.326,24.301,"hypothetical protein","MBL fold metallo-hydrolase","","","","","hypothetical protein"
"LKDHAOIP_00605",8.9697,8.9464,3.4531,4.9277,0,0,7.4188,8.6421,6.5958,11.548,11.353,8.8366,"hypothetical protein","DUF3352 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_00700",18.836,15.209,27.625,20.696,22.95,24.402,7.4188,8.6421,8.7944,6.7362,5.2398,9.9412,"hypothetical protein","DUF805 domain-containing protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","hypothetical protein"
"LKDHAOIP_00792",0,0,0,0,0,0,3.1795,5.4013,4.3972,2.8869,6.1131,3.3137,"hypothetical protein","CPP1-like family protein","","","","","hypothetical protein"
"LKDHAOIP_00878",72.654,69.782,85.178,73.915,91.802,81.014,74.188,77.779,69.256,74.098,74.23,82.843,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_00886",0,0,0,0,0,0,3.1795,6.4816,4.3972,3.8492,6.1131,0,"putative protein","hypothetical protein","","","","","putative protein"
"LKDHAOIP_00888",4.4848,3.5786,5.7552,4.9277,0,0,0,0,0,0,0,0,"hypothetical protein","DUF4330 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_00939",2.6909,3.5786,0,0,0,0,9.5384,7.5619,7.6951,6.7362,7.8597,7.732,"Protein Thf1","photosystem II biogenesis protein Psp29","","","GO:0010207;GO:0015979","photosystem II assembly;photosynthesis","Protein Thf1"
"LKDHAOIP_00983",0,0,0,0,0,0,10.598,10.803,8.7944,8.6608,7.8597,8.8366,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01027",62.788,57.257,71.365,42.378,48.317,53.684,34.974,37.809,36.277,34.643,34.059,41.974,"hypothetical protein","AbrB family transcriptional regulator","","","GO:0003677","DNA binding","hypothetical protein"
"LKDHAOIP_01103",0,0,0,0,0,0,6.3589,5.4013,5.4965,4.8115,7.8597,4.4183,"hypothetical protein","hypothetical protein KR52_11775","","","","","hypothetical protein"
"LKDHAOIP_01105",0,0,0,0,0,0,6.3589,4.3211,0,4.8115,5.2398,5.5229,"hypothetical protein","DUF481 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01117",11.661,10.736,12.662,8.8698,10.871,10.737,14.838,18.365,13.192,17.322,15.719,17.673,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01160",24.218,19.682,14.964,12.812,8.4554,12.689,9.5384,11.883,9.8937,16.359,13.973,16.569,"hypothetical protein","AbrB family transcriptional regulator","","","GO:0003677","DNA binding","hypothetical protein"
"LKDHAOIP_01228",0,0,0,0,6.0396,0,5.2991,4.3211,4.3972,6.7362,5.2398,7.732,"hypothetical protein","MULTISPECIES: PH domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01231",25.115,16.104,29.927,17.74,15.703,18.545,18.017,23.766,20.887,20.208,19.213,25.405,"hypothetical protein","DUF2808 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01258",0,0,0,0,0,0,0,3.2408,0,5.7738,4.3665,5.5229,"hypothetical protein","MULTISPECIES: transcriptional regulator","","","","","hypothetical protein"
"LKDHAOIP_01298",15.248,9.8411,18.417,19.711,9.6633,16.593,10.598,9.7224,6.5958,7.6985,6.9864,11.046,"hypothetical protein","hypothetical protein Syncc8109_0707","","","GO:0005515","protein binding","hypothetical protein"
"LKDHAOIP_01320",14.351,13.42,11.51,13.798,14.495,14.641,21.196,20.525,16.489,24.058,20.959,23.196,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01379",15.248,11.63,19.568,15.769,18.119,19.521,6.3589,9.7224,9.8937,8.6608,8.733,11.046,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01406",43.951,46.521,23.021,46.32,31.406,31.234,49.812,46.451,57.163,40.417,41.918,37.556,"hypothetical protein","carboxysome shell protein","Carboxysome shell protein","","GO:0043886","structural constituent of carboxysome shell;structural constituent of carboxysome","hypothetical protein"
"LKDHAOIP_01407",0,0,0,0,0,0,3.1795,3.2408,2.1986,3.8492,4.3665,3.3137,"hypothetical protein","carboxysome shell carbonic anhydrase","Carboxysome shell carbonic anhydrase","","GO:0015977;GO:0016829;GO:0046872;GO:0031470","carbon fixation;lyase activity;metal ion binding;carboxysome","hypothetical protein"
"LKDHAOIP_01413",0,0,0,0,0,0,5.2991,0,5.4965,4.8115,4.3665,5.5229,"hypothetical protein","CO2 hydration protein","","","","","hypothetical protein"
"LKDHAOIP_01485",0,0,0,0,0,0,4.2393,3.2408,0,2.8869,2.6199,2.2092,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01500",6.2788,2.6839,4.6042,1.9711,0,0,3.1795,3.2408,5.4965,4.8115,4.3665,3.3137,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01514",2.6909,0,0,0,0,0,28.615,25.926,29.681,25.02,30.565,23.196,"hypothetical protein","IMS domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01519",0,0,0,0,0,0,3.1795,3.2408,2.1986,2.8869,1.7466,0,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01528",8.0727,8.9464,6.9063,8.8698,7.2475,5.8564,11.658,12.963,12.092,8.6608,8.733,11.046,"hypothetical protein","DUF1517 domain-containing protein","DUF1517 domain-containing protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","hypothetical protein"
"LKDHAOIP_01543",26.012,19.682,14.964,8.8698,0,9.7607,24.376,22.686,19.787,21.171,29.692,36.451,"hypothetical protein","DUF1254 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01548",0,0,0,0,0,0,4.2393,7.5619,0,7.6985,9.6063,5.5229,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01573",11.661,8.9464,4.6042,2.9566,0,3.9043,10.598,8.6421,5.4965,9.6231,10.48,7.732,"hypothetical protein","MULTISPECIES: YlqD family protein","","","","","hypothetical protein"
"LKDHAOIP_01645",0,0,0,0,0,0,3.1795,0,0,2.8869,4.3665,4.4183,"hypothetical protein","low-complexity tail membrane protein","","","","","hypothetical protein"
"LKDHAOIP_01665",0,0,0,0,0,0,0,3.2408,0,5.7738,6.9864,4.4183,"hypothetical protein","DUF3086 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01724",13.455,13.42,11.51,12.812,0,13.665,6.3589,5.4013,6.5958,4.8115,4.3665,3.3137,"Ferredoxin-thioredoxin reductase, variable chain","ferredoxin-thioredoxin reductase variable chain","","","GO:0015979","photosynthesis","Ferredoxin-thioredoxin reductase, variable chain"
"LKDHAOIP_01729",11.661,8.9464,3.4531,0,0,0,3.1795,6.4816,5.4965,0,2.6199,0,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01778",0,0,0,0,0,0,0,0,0,3.8492,2.6199,3.3137,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01796",10.764,8.0518,5.7552,7.8843,2.4158,1.9521,6.3589,6.4816,3.2979,7.6985,6.1131,2.2092,"hypothetical protein","DUF1214 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01812",36.776,42.048,29.927,34.494,33.822,38.067,29.675,33.488,32.979,47.153,42.792,37.556,"hypothetical protein","MAG: photosystem reaction center subunit H","","","","","hypothetical protein"
"LKDHAOIP_01819",16.145,16.104,10.359,7.8843,0,9.7607,9.5384,10.803,7.6951,10.585,6.9864,8.8366,"hypothetical protein","Ycf66 family protein","","","","","hypothetical protein"
"LKDHAOIP_01827",33.188,29.523,35.683,40.407,33.822,33.186,16.957,19.445,17.589,16.359,15.719,18.778,"hypothetical protein","DUF3747 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01847",8.0727,6.2625,8.0573,2.9566,0,0,4.2393,0,0,2.8869,3.4932,6.6275,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01853",17.939,17.893,16.115,31.537,28.99,24.402,33.914,29.167,38.475,25.982,28.819,30.928,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01859",92.388,99.305,136.97,94.612,85.762,86.87,46.632,51.853,48.369,46.191,44.538,53.02,"hypothetical protein","alpha/beta hydrolase","","","","","hypothetical protein"
"LKDHAOIP_01878",13.455,12.525,0,14.783,0,9.7607,6.3589,9.7224,6.5958,6.7362,6.9864,9.9412,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_01888",11.661,11.63,18.417,12.812,14.495,11.713,7.4188,6.4816,6.5958,5.7738,5.2398,8.8366,"Photosystem I assembly protein Ycf4","MULTISPECIES: photosystem I assembly protein Ycf4","","","GO:0015979;GO:0009522;GO:0009579;GO:0016020","photosynthesis;photosystem I;thylakoid;membrane","Photosystem I assembly protein Ycf4"
"LKDHAOIP_01929",17.939,21.471,21.87,24.638,13.287,14.641,13.778,10.803,6.5958,12.51,11.353,9.9412,"hypothetical protein","DUF3370 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_01961",13.455,11.63,0,9.8554,9.6633,13.665,6.3589,4.3211,7.6951,2.8869,4.3665,2.2092,"hypothetical protein","glucose-6-phosphate dehydrogenase assembly protein OpcA","","","","","hypothetical protein"
"LKDHAOIP_01985",2.6909,0,0,1.9711,0,2.9282,0,2.1605,2.1986,5.7738,4.3665,0,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_02004",24.218,21.471,25.323,13.798,8.4554,15.617,21.196,21.605,24.184,14.435,15.719,18.778,"hypothetical protein","hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_02011",4.4848,1.7893,0,0,0,0,3.1795,3.2408,4.3972,2.8869,2.6199,3.3137,"hypothetical protein","thylakoid membrane photosystem I accumulation factor","","","","","hypothetical protein"
"LKDHAOIP_02012",3.5879,6.2625,0,0,0,0,14.838,10.803,19.787,14.435,19.213,12.15,"hypothetical protein","F420-0:Gamma-glutamyl ligase","","","","","hypothetical protein"
"LKDHAOIP_02015",8.9697,4.4732,6.9063,2.9566,0,0,8.4786,6.4816,4.3972,5.7738,10.48,6.6275,"hypothetical protein","DUF3727 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_02037",9.8666,4.4732,5.7552,0,0,0,0,0,0,0,0,0,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein"
"LKDHAOIP_02047",12.558,12.525,5.7552,6.8988,3.6238,3.9043,9.5384,10.803,13.192,11.548,9.6063,11.046,"hypothetical protein","DUF4335 domain-containing protein","","","","","hypothetical protein"
"LKDHAOIP_02063",1.7939,5.3678,0,0,0,0,5.2991,7.5619,10.993,5.7738,9.6063,8.8366,"hypothetical protein","DUF3386 domain-containing protein","","","","","hypothetical protein"
